Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,CountryFull,EmailAddress,Username,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,Occupation,Domain,Country,Number,Company
female,American,Ms.,Esperanza,K,Danforth,"2475 Hastings Street",Vancouver,BC,"British Columbia","V6C 1B4",Canada,EsperanzaKDanforth@dayrep.com,Fornevere,604-779-7872,1,Bechtel,7/7/1991,32,"Construction and maintenance painter",WeddingSeeker.ca,CA,1621,"S&W Cafeteria"
female,American,Ms.,Elva,D,Audette,"4313 avenue Royale",Quebec,QC,Quebec,"G1E 2L3",Canada,ElvaDAudette@armyspy.com,Brainitterem,418-802-0091,1,Campbell,5/12/1983,40,"Gas plant operator",PaylessClinic.ca,CA,1622,"Buttrey Food & Drug"
female,American,Ms.,Pinkie,D,Magana,"4928 Hastings Street",Vancouver,BC,"British Columbia","V6C 1B4",Canada,PinkieDMagana@jourrapide.com,Bres1962,604-781-4423,1,Wilson,1/3/1962,61,"Oral surgeon",BetaBlues.ca,CA,1623,Datacorp
male,American,Mr.,Adam,R,Leonard,"3867 Princess St",Kingston,ON,Ontario,"K7L 1C2",Canada,AdamRLeonard@gustr.com,Whicke,613-888-9842,1,Joseph,11/25/1988,34,"Arc cutter",SolarSeason.ca,CA,1624,"Modern Realty"
male,American,Mr.,Frank,M,Berrios,"4779 Gorham Street",London,ON,Ontario,"N0N 0N0",Canada,FrankMBerrios@superrito.com,Boused,519-679-6508,1,Wright,3/23/1963,60,"Gaming supervisor",WatchTourist.ca,CA,1625,Sagebrush
male,American,Mr.,Terry,V,Graham,"3136 rue Levy",Montreal,QC,Quebec,"H3C 5K4",Canada,TerryVGraham@armyspy.com,Mardeen,514-609-6006,1,Robertson,5/28/1988,35,"Computer chip processor",FuelZoo.ca,CA,1626,"id Boutiques"
male,American,Mr.,James,P,Halloran,"2255 Sturgeon Drive","Fort Saskatchewan",AB,Alberta,"T8L 2H4",Canada,JamesPHalloran@rhyta.com,Vervang,780-992-3518,1,Vess,9/5/1948,74,"Motorboat operator",WhoIsExchange.ca,CA,1627,Galyan's
male,American,Mr.,Bruce,D,Crooms,"2642 Joseph St",Kincardine,ON,Ontario,"N2Z 1Z9",Canada,BruceDCrooms@dayrep.com,Tobt1954,519-396-4088,1,Phillips,12/9/1954,68,"Air traffic controller",ResumeSeminar.ca,CA,1628,"Dreamscape Garden Care"
male,American,Mr.,Jeff,H,John,"3626 Islington Ave",Toronto,ON,Ontario,"M9V 2X5",Canada,JeffHJohn@cuvox.de,Geop1988,416-747-0073,1,Alcorn,2/20/1988,35,"Inside wire installer",ReligionU.ca,CA,1629,Weathervane
male,American,Mr.,Carey,L,Harrington,"4165 York St",London,ON,Ontario,"N5W 2S9",Canada,CareyLHarrington@dayrep.com,Awfus1951,519-933-0041,1,Dominquez,10/27/1951,71,"Oral pathologist",ClassParents.ca,CA,1630,"Full Color"
male,American,Mr.,Anthony,P,Stoker,"142 Charing Cross Rd",Chatham,ON,Ontario,"N7M 2G9",Canada,AnthonyPStoker@cuvox.de,Tuslies,519-380-7781,1,Quintanilla,11/22/1983,39,"Clinical nurse specialist",CashRetailer.ca,CA,1631,Opti-Tek
female,American,Ms.,Lorraine,R,Sousa,"1307 Hamilton Street",Elrose,SK,Saskatchewan,"S4P 3Y2",Canada,LorraineRSousa@einrot.com,Voge1952,306-378-8349,1,Mendoza,9/1/1952,70,"Law clerk",NaturalStorm.ca,CA,1632,"Buck Alley Lumber"
male,American,Mr.,Michael,L,Lewis,"305 Nelson Street",Marathon,ON,Ontario,"P0T 2E0",Canada,MichaelLLewis@armyspy.com,Motip1989,807-229-5386,1,Jackson,9/20/1989,33,"Environmental engineer",RebateBuys.ca,CA,1633,Angel's
female,American,Ms.,Susan,R,Ganz,"120 Benton Street",Kitchener,ON,Ontario,"N2G 4L9",Canada,SusanRGanz@rhyta.com,Tioncy71,519-589-7697,1,White,5/12/1971,52,"Market research manager",GiggleClubs.ca,CA,1634,"Bumper to Bumper Auto Parts"
female,American,Ms.,Thelma,R,Getz,"2499 Dry Pine Bay Rd",Azilda,ON,Ontario,"P0M 1B0",Canada,ThelmaRGetz@dayrep.com,Whiment,705-983-4966,1,Fitzgerald,5/4/1949,74,"Aircraft engineer",CheapWebcalls.ca,CA,1635,"Dick Fischers"
female,American,Ms.,Charlotte,S,Dominguez,"4885 Eglinton Avenue",Toronto,ON,Ontario,"M4P 1A6",Canada,CharlotteSDominguez@teleworm.us,Undich,416-417-1713,1,Souliere,8/21/1963,59,"Air traffic controller",RomanticNation.ca,CA,1636,"Courtesy Hardware Store"
male,American,Mr.,Daniel,B,Cox,"2258 40th Street",Calgary,AB,Alberta,"T2C 2P3",Canada,DanielBCox@dayrep.com,Fescithavers87,403-720-7048,1,Wade,9/10/1987,35,"Metal pourer",MyFabulous.ca,CA,1637,"Eagle Food Centers"
female,American,Mrs.,Katina,T,Moorefield,"3139 Balmy Beach Road","Owen Sound",ON,Ontario,"N4K 2N7",Canada,KatinaTMoorefield@gustr.com,Anner1993,519-387-5802,1,Rodriguez,10/13/1993,29,Esthetician,CrewInformation.ca,CA,1638,"Grand Union"
male,American,Mr.,Randy,M,Yazzie,"3718 rue Levy",Montreal,QC,Quebec,"H3C 5K4",Canada,RandyMYazzie@jourrapide.com,Aloon1974,514-971-1911,1,Williams,10/12/1974,48,"Cardiographic technician",SeeGreatBritain.ca,CA,1639,"Asian Answers"
male,American,Mr.,Todd,P,Conyers,"3389 Heritage Drive",Calgary,AB,Alberta,"T2V 2W2",Canada,ToddPConyers@teleworm.us,Roon2000,403-813-8241,1,Jensen,3/6/2000,23,"Product promoter",BargainContractor.ca,CA,1640,"Earthworks Yard Maintenance"
female,American,Mrs.,Martha,M,Cox,"4611 Glover Road",Langley,BC,"British Columbia","V3A 4P6",Canada,MarthaMCox@rhyta.com,Somearesove66,604-614-5705,1,Guerrero,3/3/1966,57,"Computer operator",BiofuelPlanes.ca,CA,1641,Naturohair
female,American,Mrs.,Mary,D,Hillhouse,"4678 Brew Creek Rd","Port Hardy",BC,"British Columbia","V0N 2P0",Canada,MaryDHillhouse@cuvox.de,Districe,250-288-5664,1,Custer,2/13/1979,44,"Health care administrator",EverythingBonds.ca,CA,1642,"Independent Wealth Management"
male,American,Mr.,Anthony,C,Rodriguez,"1882 Coldstream Avenue",Vernon,BC,"British Columbia","V1T 6N1",Canada,AnthonyCRodriguez@fleckens.hu,Cognoy,250-309-4633,1,Dunn,6/17/1997,26,"Welding machine setter",FindGraphs.ca,CA,1643,"David Weis"
female,American,Mrs.,Kristin,K,Wilson,"1923 Heatherleigh",Cooksville,ON,Ontario,"L5A 1V9",Canada,KristinKWilson@fleckens.hu,Sooking,905-273-7525,1,Garcia,1/1/1982,41,"Top executive",WifiBuilder.ca,CA,1644,Peaches
female,American,Ms.,Rhonda,D,Grijalva,"2273 Burdett Avenue",Terrace,BC,"British Columbia","V8G 1S2",Canada,RhondaDGrijalva@rhyta.com,Thim1963,250-631-9864,1,Sanford,10/3/1963,59,"Outdoor power equipment mechanic",GardeningInsurance.ca,CA,1645,"Destiny Realty"
female,American,Ms.,Annette,K,Miller,"1038 Bridgeport Rd",Collingwood,ON,Ontario,"L9Y 1X1",Canada,AnnetteKMiller@rhyta.com,Saighterse,705-441-4752,1,Davis,6/25/1969,54,"Aquatic biologist",NetworkingBuff.ca,CA,1646,"Argus Tapes & Records"
male,American,Dr.,John,I,White,"2373 Whitmore Road","Fort Erie",ON,Ontario,"L0L 0L0",Canada,JohnIWhite@fleckens.hu,Sirsenes,905-992-1936,1,Hannah,7/23/2000,22,"Derrick operator",TechnicalTV.ca,CA,1647,Chi-Chi's
male,American,Mr.,Leonard,F,Peters,"1176 Rose Street",Regina,SK,Saskatchewan,"S4P 3Y2",Canada,LeonardFPeters@dayrep.com,Thelover,306-537-0618,1,Kirby,11/14/1947,75,"Loan interviewer",StartupExpense.ca,CA,1648,"Builders Square"
female,American,Mrs.,Aileen,J,Drakes,"4026 Pine Street",Stettler,AB,Alberta,"T0C 2L2",Canada,AileenJDrakes@gustr.com,Erseclowars,403-742-7900,1,Murphy,11/4/1971,51,"Surgical nurse",TightMarket.ca,CA,1649,"House of Gas"
female,American,Ms.,Geneva,W,Overly,"4653 Saint-Denis Street",Montreal,QC,Quebec,"H9R 3J4",Canada,GenevaWOverly@jourrapide.com,Buirl1955,514-782-9329,1,Everett,4/22/1955,68,"Social science research assistant",SatelliteSeeker.ca,CA,1650,Sistemos
male,American,Dr.,Roger,J,Giles,"2928 Rose Street",Regina,SK,Saskatchewan,"S4P 3Y2",Canada,RogerJGiles@gustr.com,Themay,306-530-2502,1,Poffenberger,3/29/1950,73,Obstetrician,ValleyBriefs.ca,CA,1651,"Pro Star"
female,American,Ms.,Margaret,J,Hall,"3936 Kinchant St","Chief Lake",BC,"British Columbia","V2N 2J1",Canada,MargaretJHall@rhyta.com,Abity1954,250-967-0574,1,Oconnell,11/22/1954,68,"Social and human service assistant",AstronomyConvention.ca,CA,1652,"Olympic Sports"
female,American,Ms.,Norma,C,Wynn,"968 7th Ave",Calgary,AB,Alberta,"T2P 0W4",Canada,NormaCWynn@fleckens.hu,Squeding,403-726-8531,1,Roman,10/31/1961,61,"Refrigeration mechanic",ToyShower.ca,CA,1653,"National Shirt Shop"
male,American,Mr.,Herbert,J,Navarrete,"1597 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,HerbertJNavarrete@cuvox.de,Judis1987,416-820-7514,1,Collins,7/29/1987,35,"Credit reporter",StandardOdds.ca,CA,1654,Littler's
male,American,Mr.,Gregory,E,Thomas,"4434 Heritage Drive",Calgary,AB,Alberta,"T2V 2W2",Canada,GregoryEThomas@einrot.com,Montering,403-875-0934,1,Fuller,8/21/1993,29,"Independent adjuster",FriendshipChannel.ca,CA,1655,"Dee's Drive-In"
female,American,Ms.,Stephania,C,Hobbs,"4766 Cork St",Guelph,ON,Ontario,"N1H 2W8",Canada,StephaniaCHobbs@armyspy.com,Allne1977,519-767-9606,1,Squires,1/16/1977,46,"Osteopathic doctor",IRCMagazine.ca,CA,1656,"Asiatic Solutions"
male,American,Mr.,Gregory,A,Sylvester,"3025 Bay Street",Toronto,ON,Ontario,"M5J 2R8",Canada,GregoryASylvester@superrito.com,Sene1997,647-839-1193,1,Rogers,10/19/1997,25,"Enrichment education instructor",BibleInsider.ca,CA,1657,"Beasts of Beauty"
male,American,Mr.,Joseph,M,Gallagher,"3717 Beaver Creek",Thornhill,ON,Ontario,"L4J 1W2",Canada,JosephMGallagher@fleckens.hu,Dommondke,905-530-9415,1,Paul,9/14/1957,65,"Marriage and family therapist",Dumbor.ca,CA,1658,"Master Builder Design Services"
female,American,Mrs.,Martina,E,Dean,"4029 Bloor Street","St Michael",AB,Alberta,"T0B 4B0",Canada,MartinaEDean@dayrep.com,Therommover,780-896-5964,1,White,7/29/1999,23,"Bindery worker",MobileDiscussions.ca,CA,1659,"Good Times"
female,American,Ms.,Patsy,S,Vela,"4838 11th Ave",Calgary,AB,Alberta,"T2P 1M6",Canada,PatsySVela@rhyta.com,Ciaten95,403-261-6167,1,Estrada,4/21/1995,28,"Real estate closer",OffshorePrices.ca,CA,1660,"Crandall's Fine Furniture"
male,American,Mr.,Gary,A,Veale,"2097 Speers Road",Maple,ON,Ontario,"L6A 1G5",Canada,GaryAVeale@jourrapide.com,Wifiest,905-417-7397,1,Drummond,4/30/1998,25,"Technical education teacher",RingtoneStyles.ca,CA,1661,"Matrix Architectural Service"
female,American,Mrs.,Nancy,N,Atchison,"3990 James Street",Aldergrove,BC,"British Columbia","V5G 4S4",Canada,NancyNAtchison@dayrep.com,Lovent1991,778-808-7176,1,Beatty,4/6/1991,32,"General practitioner",SavingPics.ca,CA,1662,"Parade of Shoes"
female,American,Ms.,Amber,M,Cowden,"3462 rue Fournier",St-Jerome,QC,Quebec,"J7Z 5T3",Canada,AmberMCowden@fleckens.hu,Froome,450-675-2103,1,Davis,7/1/1948,75,"Rigging slinger",PaperInvitation.ca,CA,1663,"Just For Fun"
female,American,Ms.,Annie,R,Bush,"332 rue St-Henri","Ville Le Gardeur",QC,Quebec,"J5Z 1R6",Canada,AnnieRBush@armyspy.com,Overave,450-654-9319,1,Fuqua,6/10/1995,28,"Corporate investigator",GymCourt.ca,CA,1664,"Hit or Miss"
female,American,Ms.,Janet,R,Swank,"3655 Churchill Plaza","Sault Ste Marie",ON,Ontario,"P6A 1Z2",Canada,JanetRSwank@einrot.com,Thavivelball,705-946-3401,1,White,12/27/1991,31,"Cafeteria cook",SpecialtyTeams.ca,CA,1665,"Custom Lawn Care"
male,American,Mr.,John,P,Lymon,"2498 St. John Street",Beechy,SK,Saskatchewan,"S4P 3Y2",Canada,JohnPLymon@superrito.com,Wasterbought,306-859-7342,1,Lee,8/7/1992,30,"Audio control engineer",AnxietyAsthma.ca,CA,1666,"Signa Air"
female,American,Ms.,Denese,J,Craighead,"228 Adelaide St",Toronto,ON,Ontario,"M5H 1P6",Canada,DeneseJCraighead@jourrapide.com,Theadis,416-364-5823,1,Peterson,9/14/1971,51,"Power plant mechanic",WealthyGamblers.ca,CA,1667,Powerbod
male,American,Mr.,Tyler,J,Myer,"1680 Sheppard Ave",Toronto,ON,Ontario,"M1S 1T4",Canada,TylerJMyer@rhyta.com,Wrapprand,416-297-8690,1,Hackett,3/21/1982,41,"Training development director",ForexFest.ca,CA,1668,"Buttrey Food & Drug"
male,American,Mr.,Cecil,C,Seaton,"2852 James Street",Moonbeam,ON,Ontario,"P0L 1V0",Canada,CecilCSeaton@jourrapide.com,Tere1981,705-367-3210,1,Peterson,11/13/1981,41,"Nail care technician",CrimeCap.ca,CA,1669,JumboSports
male,American,Mr.,John,T,Gaughan,"1873 St. John Street",Coleville,SK,Saskatchewan,"S4P 3Y2",Canada,JohnTGaughan@gustr.com,Baccoulesty,306-965-7854,1,White,9/13/1995,27,"Call completion operator",MetropolitanBlog.ca,CA,1670,"Forest City"
male,American,Mr.,Michael,D,Heron,"3561 Mill Street",Monkton,ON,Ontario,"N0K 1P0",Canada,MichaelDHeron@rhyta.com,Frousper,519-347-7859,1,Collin,9/4/1947,75,"Water treatment plant and system operator",PodcastGuides.ca,CA,1671,"Wickes Furniture"
female,American,Dr.,Eliza,K,Alexander,"2019 Bellwood Acres Rd",Magnetawan,ON,Ontario,"P0A 1P0",Canada,ElizaKAlexander@superrito.com,Poin1985,705-387-4266,1,Brown,5/4/1985,38,Molder,AffiliateLoyalty.ca,CA,1672,"Avant Garde Appraisal Group"
female,American,Mrs.,Josephine,S,Wilson,"1596 Rose Street",Regina,SK,Saskatchewan,"S4P 3Y2",Canada,JosephineSWilson@jourrapide.com,Withou,306-525-8134,1,Davis,12/13/1998,24,"Computer aide",HeaterPumps.ca,CA,1673,"Envirotecture Design Service"
female,American,Ms.,Jennifer,D,Ansell,"1525 Toy Avenue",Oshawa,ON,Ontario,"L1G 6Z8",Canada,JenniferDAnsell@rhyta.com,Gazincomed,905-213-0672,1,Goins,10/27/1960,62,"Property disposal specialist",TelevisionGalaxy.ca,CA,1674,"Audio Visions"
female,American,Ms.,Barbara,B,Johnson,"3516 Tycos Dr",Toronto,ON,Ontario,"M5T 1T4",Canada,BarbaraBJohnson@jourrapide.com,Waragod83,416-341-1405,1,Whitten,12/31/1983,39,"Restaurant chef",DudeThings.ca,CA,1675,Libera
male,American,Mr.,Charlie,D,Racine,"1916 Ontario St","St Catharines",ON,Ontario,"L2N 1S8",Canada,CharlieDRacine@cuvox.de,Sapas1962,905-246-2359,1,Frazee,9/16/1962,60,Mortician,FloridaPsychiatrists.ca,CA,1676,"Carter's Foods"
male,American,Mr.,Ryan,E,Harper,"1926 Venture Place",Barrhead,AB,Alberta,"T0G 0E0",Canada,RyanEHarper@cuvox.de,Forrinfort,780-674-8387,1,Hinds,11/14/1978,44,"PBX repairer",ATerritory.ca,CA,1677,"Sky High Financial Advice"
female,American,Ms.,Callie,M,Roman,"1605 Dundas St",London,ON,Ontario,"N6B 3L5",Canada,CallieMRoman@einrot.com,Plat1952,519-317-7303,1,McClure,4/5/1952,71,"Therapeutic recreation specialist",DraftingExpert.ca,CA,1678,"Standard Sales"
male,American,Mr.,Maurice,J,King,"3969 Wallbridge Loyalist Rd",Belleville,ON,Ontario,"K8N 1L9",Canada,MauriceJKing@teleworm.us,Parawascrack,613-849-1645,1,Smith,2/20/1994,29,"Billing and posting clerk",BakerySearch.ca,CA,1679,"Micro Design"
female,American,Mrs.,Tennie,T,Sturgeon,"4538 Côte Joyeuse",Senneterre,QC,Quebec,"H0H 0H0",Canada,TennieTSturgeon@rhyta.com,Sterly,819-737-7713,1,Pero,10/17/1972,50,"Court officer",RentalBed.ca,CA,1680,Monit
male,American,Mr.,Nicolas,R,Graney,"4383 Nelson Street","Ear Falls",ON,Ontario,"P0V 1T0",Canada,NicolasRGraney@fleckens.hu,Wincert,807-222-0304,1,Cambridge,5/16/1966,57,Physicist,JunkSecurities.ca,CA,1681,"id Boutiques"
female,American,Ms.,Gloria,S,Janes,"1349 Thurston Dr",Ottawa,ON,Ontario,"K1P 5J4",Canada,GloriaSJanes@armyspy.com,Nated1987,613-688-6268,1,Paulsen,4/16/1987,36,"Environmental scientist",PrankTips.ca,CA,1682,"Funtown toys"
female,American,Ms.,Mildred,P,Gilmore,"2355 Merivale Road",Ottawa,ON,Ontario,"K2H 5B6",Canada,MildredPGilmore@gustr.com,Makined,613-726-8318,1,McMurry,10/19/1948,74,"Family and general practitioner",TelephoneTimes.ca,CA,1683,"Skaggs-Alpha Beta"
female,American,Dr.,Frances,R,Calabro,"658 St-Jacques Est",Victoriaville,QC,Quebec,"G6P 4E5",Canada,FrancesRCalabro@rhyta.com,Yearte,819-740-8233,1,Benjamin,4/13/1992,31,"Bill and account collector",PaintingConvention.ca,CA,1684,Excella
female,American,Ms.,Jean,P,McMorris,"4432 Fallon Drive","Port Lambton",ON,Ontario,"N0P 2B0",Canada,JeanPMcMorris@armyspy.com,Agaricy49,519-677-3603,1,Quarles,11/5/1949,73,"Tax accountant",CriticCrunch.ca,CA,1685,"Henry's Hamburgers"
male,American,Mr.,Michael,B,Robinson,"1835 Bank St",Ottawa,ON,Ontario,"K1H 7Z1",Canada,MichaelBRobinson@teleworm.us,Ponjuseme1953,613-739-9920,1,Noble,10/8/1953,69,"Systems developer",BizVisit.ca,CA,1686,"Zany Brainy"
female,American,Dr.,Nita,G,Martinez,"3606 rue Saint-Antoine",Granby,QC,Quebec,"J2G 9J6",Canada,NitaGMartinez@superrito.com,Museem,450-577-8573,1,Canter,10/21/1998,24,"Audio-visual collections specialist",PostingNotes.ca,CA,1687,"Circuit City"
male,American,Mr.,Thomas,S,Hinton,"1784 rue des Églises Est","St Hippolyte",QC,Quebec,"J0R 1P0",Canada,ThomasSHinton@einrot.com,Scollwas,450-563-4451,1,Corral,12/9/1968,54,Surveyor,ChicClick.ca,CA,1688,"STM Auto Parts"
male,American,Mr.,Daniel,J,Boudreau,"3792 Park Ct",Sangudo,AB,Alberta,"T0E 2A0",Canada,DanielJBoudreau@cuvox.de,Sencing,780-785-1104,1,McClain,3/1/1978,45,Jeweler,BeginnersWebsite.ca,CA,1689,"KG Menswear"
female,American,Mrs.,Maureen,A,Rodriquez,"1822 Lauzon Parkway",Essex,ON,Ontario,"N8M 2C7",Canada,MaureenARodriquez@einrot.com,Fareve50,519-776-5325,1,Barton,8/9/1950,72,"Plant manager",DishRebates.ca,CA,1690,"Whitlocks Auto Supply"
female,American,Dr.,Brenda,E,Parks,"1802 Albert Street",Kitchener,ON,Ontario,"N2L 3V2",Canada,BrendaEParks@armyspy.com,Syle1961,519-885-7051,1,Bailey,10/11/1961,61,"Nuclear engineer",RecordDebt.ca,CA,1691,"Showbiz Pizza Place"
female,American,Ms.,Anna,R,Lees,"1344 Queen Elisabeth Blvd",Kenaston,SK,Saskatchewan,"S4P 3Y2",Canada,AnnaRLees@dayrep.com,Whatier,306-252-9752,1,Gonzales,6/22/1964,59,"Fitness trainer",InstantRevival.ca,CA,1692,"Fit Tonic"
male,American,Mr.,Jose,L,Meredith,"4532 Queen Elisabeth Blvd",Kelvington,SK,Saskatchewan,"S4P 3Y2",Canada,JoseLMeredith@teleworm.us,Saittely74,306-327-1240,1,Seals,8/9/1974,48,"Payroll analyst",OddOffer.ca,CA,1693,Tianguis
male,American,Mr.,Brian,M,Rojas,"4454 Burdett Avenue",Terrace,BC,"British Columbia","V8G 1S2",Canada,BrianMRojas@teleworm.us,Wherruccops1994,250-615-6510,1,Archambault,6/17/1994,29,"Service technician",DiabetesInjection.ca,CA,1694,"Western Auto"
male,American,Mr.,Darren,J,Andrews,"981 Saskatchewan Ave","Portage La Prairie",MB,Manitoba,"R1N 0X2",Canada,DarrenJAndrews@superrito.com,Ablight,204-872-2187,1,Brownell,5/8/1948,75,"Network and computer systems administrator",FlipCycles.ca,CA,1695,"Parts America"
male,American,Mr.,Terry,S,Griffis,"1320 Broadmoor Blvd","Sherwood Park",AB,Alberta,"T8A 1V6",Canada,TerrySGriffis@einrot.com,Febt1974,780-662-9015,1,Turk,7/23/1974,48,"Publicity agent",SocialiteShop.ca,CA,1696,"Ellman's Catalog Showrooms"
female,American,Ms.,Mildred,R,Somers,"3404 2nd Street","Lac Du Bonnet",MB,Manitoba,"R0E 1A0",Canada,MildredRSomers@teleworm.us,Crifel,204-345-4199,1,Silva,7/31/1997,25,Mariner,ShopRestaurants.ca,CA,1697,Purity
female,American,Ms.,Christine,R,Netzer,"4503 Kinchant St",Wildwood,BC,"British Columbia","V2G 2P2",Canada,ChristineRNetzer@jourrapide.com,Dindor,250-989-6017,1,Scott,8/20/1969,53,"Information architect",MutualFundCritic.ca,CA,1698,"Joshua Doore"
female,American,Ms.,Lynn,R,Eubank,"3493 102nd Avenue",Kelowna,BC,"British Columbia","V1Y 1P5",Canada,LynnREubank@rhyta.com,Arinalwas,250-863-9314,1,Freeman,7/19/1948,75,"Operations director",ShipUpdate.ca,CA,1699,"Good Guys"
male,American,Mr.,Henry,P,Marks,"3844 St Marys Rd",Winnipeg,MB,Manitoba,"R3C 0C4",Canada,HenryPMarks@jourrapide.com,Unteene1949,204-955-4593,1,Ramos,3/9/1949,74,"Registered dietitian",ResearchField.ca,CA,1700,"Envirotecture Design Service"
female,American,Ms.,Paula,L,Robinson,"4596 49th Avenue",Pangnirtung,NU,Nunavut,"X0A 0R0",Canada,PaulaLRobinson@teleworm.us,Dank1970,867-473-5227,1,Mendez,2/25/1970,53,"Office administrative assistant",WorldwideOrganization.ca,CA,1701,"The Record Shops at TSS"
male,American,Mr.,Darryl,J,Soderberg,"4133 Findlay Creek Road",Trail,BC,"British Columbia","V0B 1X0",Canada,DarrylJSoderberg@fleckens.hu,Caments,250-521-6788,1,Henderson,2/12/1990,33,"Furnace, kiln, oven, drier, and kettle tender",CardinalRobe.ca,CA,1702,"The Original House of Pies"
female,American,Mrs.,Kendra,J,Jones,"2138 Gorham Street",London,ON,Ontario,"N0N 0N0",Canada,KendraJJones@fleckens.hu,Thisforion,519-660-9282,1,Derringer,8/18/1947,75,"Civil drafter",RebateDates.ca,CA,1703,"Suncoast Video"
female,American,Mrs.,Gloria,J,Moldenhauer,"3527 Sable Street",Massey,ON,Ontario,"P0P 1P0",Canada,GloriaJMoldenhauer@teleworm.us,Histreas,705-865-1088,1,Kindig,12/4/1970,52,Biographer,CubaAlerts.ca,CA,1704,Kleinhans
male,American,Mr.,Robert,M,Federico,"2348 St Marys Rd",Winnipeg,MB,Manitoba,"R3C 4C6",Canada,RobertMFederico@dayrep.com,Posixed,204-480-1308,1,Tindal,10/3/1964,58,"Medical illustrator",StagedNews.ca,CA,1705,"Liberty Wealth Planners"
female,American,Ms.,Caroline,C,Carr,"4582 Roger Street",Nanaimo,BC,"British Columbia","V9T 5H3",Canada,CarolineCCarr@teleworm.us,Younly,250-619-6072,1,Hale,3/18/1963,60,"Tool and die maker",FontSheet.ca,CA,1706,"Richman Brothers"
female,American,Ms.,Katherine,W,Gochenour,"2245 rue des Églises Est","Ste Victoire",QC,Quebec,"J0G 1T0",Canada,KatherineWGochenour@gustr.com,Ondesting1962,450-782-2833,1,Gonzalez,1/14/1962,61,"Outside order clerk",DessertSpring.ca,CA,1707,"Sanitary Grocery Stores"
male,American,Mr.,Kenneth,P,Nelson,"1953 90th Avenue",Tilley,AB,Alberta,"T0J 3K0",Canada,KennethPNelson@fleckens.hu,Hoempot,403-377-2098,1,Knecht,2/4/1950,73,"Route driver",FoodDevelopers.ca,CA,1708,"Dun Rite Lawn Care"
male,American,Mr.,Vito,W,Martino,"1643 Silver Springs Blvd",Calgary,AB,Alberta,"T3E 0K6",Canada,VitoWMartino@einrot.com,Reephy,403-686-8999,1,Manhart,6/8/1988,35,"Food scientist",ConventionUpdate.ca,CA,1709,"Herman's World of Sporting Goods"
female,American,Ms.,Sonya,T,Bauer,"4971 River Street",Courtright,ON,Ontario,"N0N 1H0",Canada,SonyaTBauer@rhyta.com,Ambegrout,519-867-0412,1,Stephens,11/1/1965,57,"Television announcer",StockVids.ca,CA,1710,"Gamma Gas"
female,American,Ms.,Martha,P,Pouncy,"4292 Boulevard Cremazie",Quebec,QC,Quebec,"G1R 1B8",Canada,MarthaPPouncy@gustr.com,Beemame,418-521-1975,1,Brown,12/8/1999,23,"Teletype operator",ExchangeReservations.ca,CA,1711,Adaptas
male,American,Mr.,Ralph,L,Denney,"2963 Alaska Hwy","Muncho Lake",BC,"British Columbia","V0C 1Z0",Canada,RalphLDenney@teleworm.us,Dair1958,250-776-9790,1,Ellis,10/15/1958,64,"Electronic home entertainment equipment repairer",BingoAdventure.ca,CA,1712,"Suncoast Video"
male,American,Mr.,Ross,A,Fuller,"4289 Terry Fox Dr","Fond Du Lac",SK,Saskatchewan,"S4P 3Y2",Canada,RossAFuller@superrito.com,Thatten03,306-686-7910,1,West,10/8/2003,19,"Embossing machine operator",ExactWorth.ca,CA,1713,"Flipside Records"
male,American,Mr.,Wally,J,Rodriguez,"382 Bungay Road","Hunter River",PE,"Prince Edward Island","C0A 1N0",Canada,WallyJRodriguez@superrito.com,Hentomer,902-964-2915,1,Young,11/28/1978,44,"Heavy vehicle and mobile equipment service technician",WiredStatus.ca,CA,1714,"The Sample"
male,American,Mr.,Keith,S,Gills,"241 Derry Rd",Malton,ON,Ontario,"L4T 1A8",Canada,KeithSGills@dayrep.com,Acese1971,905-676-4338,1,Peterson,3/23/1971,52,Cook,MomConference.ca,CA,1715,"Miller & Rhoads"
male,American,Mr.,Monte,M,Hollis,"55 Pine Street",Stettler,AB,Alberta,"T0C 2L2",Canada,MonteMHollis@gustr.com,Kinked,403-740-3824,1,Cruz,10/30/1953,69,"Plan examiner",DesertScreen.ca,CA,1716,"Hughes & Hatcher"
female,American,Mrs.,Martha,L,Grossman,"4985 rue des Églises Est",Nedelec,QC,Quebec,"J0Z 2Z0",Canada,MarthaLGrossman@superrito.com,Annexclock1963,819-784-7748,1,Daniels,6/25/1963,60,"Systems administrator",WiredStatus.ca,CA,1717,"MVP Sports"
female,American,Mrs.,Dorothy,D,Fields,"3980 rue Saint-Édouard","Trois Rivieres",QC,Quebec,"G9A 5S8",Canada,DorothyDFields@superrito.com,Surn1979,819-691-7765,1,Richert,7/30/1979,43,"Cafeteria cook",FindMum.ca,CA,1718,"Elm Farm"
female,American,Ms.,Zelda,T,Hahn,"2629 Brand Road",Saskatoon,SK,Saskatchewan,"S7K 1W8",Canada,ZeldaTHahn@dayrep.com,Formuser,306-220-6627,1,Moore,3/17/1982,41,Executive,CottonAgency.ca,CA,1719,"Golf Augusta Pro Shops"
